"workerid","movieID","reactionTime","PArray","AArray","trialNum","attentionTime","expt"
574,15,654,0,0,4,10.8,"8:LBtimes"
585,21,594,0,1,4,16.7,"8:LBtimes"
586,17,1287,1,1,4,13.2,"8:LBtimes"
587,11,1224,1,0,4,10.8,"8:LBtimes"
572,11,361,1,0,4,10.8,"8:LBtimes"
226,1,660,1,1,4,16.7,"8:LBtimes"
538,5,652,0,1,4,10.8,"8:LBtimes"
568,7,512,0,0,4,16.7,"8:LBtimes"
541,11,478,1,0,4,10.8,"8:LBtimes"
533,13,313,0,1,4,13.2,"8:LBtimes"
582,19,830,1,0,4,16.7,"8:LBtimes"
547,7,514,0,0,4,16.7,"8:LBtimes"
571,1,484,1,1,4,16.7,"8:LBtimes"
31,11,822,1,0,4,10.8,"8:LBtimes"
492,19,692,1,0,4,16.7,"8:LBtimes"
561,15,1047,0,0,4,10.8,"8:LBtimes"
575,13,513,0,1,5,13.2,"8:LBtimes"
94,1,534,1,1,5,16.7,"8:LBtimes"
535,21,480,0,1,5,16.7,"8:LBtimes"
217,9,448,1,1,5,10.8,"8:LBtimes"
532,17,597,1,1,5,13.2,"8:LBtimes"
578,17,523,1,1,5,13.2,"8:LBtimes"
558,7,980,0,0,5,16.7,"8:LBtimes"
583,23,520,0,0,5,13.2,"8:LBtimes"
168,11,806,1,0,5,10.8,"8:LBtimes"
579,3,1062,1,0,5,13.2,"8:LBtimes"
529,23,362,0,0,5,13.2,"8:LBtimes"
577,5,472,0,1,5,10.8,"8:LBtimes"
569,11,430,1,0,5,10.8,"8:LBtimes"
562,7,462,0,0,5,16.7,"8:LBtimes"
588,17,477,1,1,5,13.2,"8:LBtimes"
576,23,591,0,0,5,13.2,"8:LBtimes"
551,3,2135,1,0,5,13.2,"8:LBtimes"
565,19,1030,1,0,5,16.7,"8:LBtimes"
581,11,476,1,0,5,10.8,"8:LBtimes"
121,15,645,0,0,5,10.8,"8:LBtimes"
553,23,736,0,0,5,13.2,"8:LBtimes"
552,3,637,1,0,5,13.2,"8:LBtimes"
572,5,363,0,1,5,10.8,"8:LBtimes"
538,13,665,0,1,5,13.2,"8:LBtimes"
568,11,704,1,0,5,10.8,"8:LBtimes"
533,15,460,0,0,5,10.8,"8:LBtimes"
513,21,522,0,1,5,16.7,"8:LBtimes"
530,9,1167,1,1,5,10.8,"8:LBtimes"
31,7,548,0,0,5,16.7,"8:LBtimes"
556,21,570,0,1,5,16.7,"8:LBtimes"
528,17,671,1,1,5,13.2,"8:LBtimes"
492,11,428,1,0,5,10.8,"8:LBtimes"
561,7,616,0,0,5,16.7,"8:LBtimes"
94,13,513,0,1,6,13.2,"8:LBtimes"
535,9,679,1,1,6,10.8,"8:LBtimes"
217,1,411,1,1,6,16.7,"8:LBtimes"
532,1,708,1,1,6,16.7,"8:LBtimes"
537,1,558,1,1,6,16.7,"8:LBtimes"
578,23,564,0,0,6,13.2,"8:LBtimes"
439,11,508,1,0,6,10.8,"8:LBtimes"
558,23,492,0,0,6,13.2,"8:LBtimes"
534,9,799,1,1,6,10.8,"8:LBtimes"
579,11,628,1,0,6,10.8,"8:LBtimes"
559,13,621,0,1,6,13.2,"8:LBtimes"
529,15,358,0,0,6,10.8,"8:LBtimes"
570,15,484,0,0,6,10.8,"8:LBtimes"
406,7,622,0,0,6,16.7,"8:LBtimes"
577,21,391,0,1,6,16.7,"8:LBtimes"
560,11,423,1,0,6,10.8,"8:LBtimes"
550,19,857,1,0,6,16.7,"8:LBtimes"
308,11,715,1,0,6,10.8,"8:LBtimes"
555,1,857,1,1,6,16.7,"8:LBtimes"
565,5,470,0,1,6,10.8,"8:LBtimes"
501,23,631,0,0,6,13.2,"8:LBtimes"
121,11,578,1,0,6,10.8,"8:LBtimes"
587,3,880,1,0,6,13.2,"8:LBtimes"
531,23,658,0,0,6,13.2,"8:LBtimes"
566,15,658,0,0,6,10.8,"8:LBtimes"
572,15,416,0,0,6,10.8,"8:LBtimes"
544,17,612,1,1,6,13.2,"8:LBtimes"
582,1,593,1,1,6,16.7,"8:LBtimes"
543,17,678,1,1,6,13.2,"8:LBtimes"
530,13,744,0,1,6,13.2,"8:LBtimes"
554,19,917,1,0,6,16.7,"8:LBtimes"
31,3,612,1,0,6,13.2,"8:LBtimes"
556,9,671,1,1,6,10.8,"8:LBtimes"
492,1,593,1,1,6,16.7,"8:LBtimes"
573,7,620,0,0,6,16.7,"8:LBtimes"
567,11,639,1,0,6,10.8,"8:LBtimes"
575,5,552,0,1,7,10.8,"8:LBtimes"
563,17,623,1,1,7,13.2,"8:LBtimes"
382,15,1207,0,0,7,10.8,"8:LBtimes"
532,15,651,0,0,7,10.8,"8:LBtimes"
537,3,512,1,0,7,13.2,"8:LBtimes"
439,5,576,0,1,7,10.8,"8:LBtimes"
583,1,401,1,1,7,16.7,"8:LBtimes"
168,19,796,1,0,7,16.7,"8:LBtimes"
559,11,503,1,0,7,10.8,"8:LBtimes"
318,23,470,0,0,7,13.2,"8:LBtimes"
545,9,525,1,1,7,10.8,"8:LBtimes"
584,9,795,1,1,7,10.8,"8:LBtimes"
570,21,566,0,1,7,16.7,"8:LBtimes"
406,23,731,0,0,7,13.2,"8:LBtimes"
78,3,782,1,0,7,13.2,"8:LBtimes"
539,17,482,1,1,7,13.2,"8:LBtimes"
569,3,502,1,0,7,13.2,"8:LBtimes"
562,9,679,1,1,7,10.8,"8:LBtimes"
560,17,429,1,1,7,13.2,"8:LBtimes"
588,17,577,1,1,7,13.2,"8:LBtimes"
576,15,598,0,0,7,10.8,"8:LBtimes"
308,5,779,0,1,7,10.8,"8:LBtimes"
551,13,1231,0,1,7,13.2,"8:LBtimes"
565,17,423,1,1,7,13.2,"8:LBtimes"
564,5,681,0,1,7,10.8,"8:LBtimes"
121,17,551,1,1,7,13.2,"8:LBtimes"
586,5,1327,0,1,7,10.8,"8:LBtimes"
552,9,614,1,1,7,10.8,"8:LBtimes"
566,23,476,0,0,7,13.2,"8:LBtimes"
98,13,531,0,1,7,13.2,"8:LBtimes"
226,1,1529,1,1,7,16.7,"8:LBtimes"
568,7,1368,0,0,7,16.7,"8:LBtimes"
513,17,937,1,1,7,13.2,"8:LBtimes"
547,11,453,1,0,7,10.8,"8:LBtimes"
530,23,1088,0,0,7,13.2,"8:LBtimes"
554,13,669,0,1,7,13.2,"8:LBtimes"
546,11,599,1,0,7,10.8,"8:LBtimes"
528,11,355,1,0,7,10.8,"8:LBtimes"
492,1,672,1,1,7,16.7,"8:LBtimes"
567,3,598,1,0,7,13.2,"8:LBtimes"
535,19,667,1,0,8,16.7,"8:LBtimes"
217,15,425,0,0,8,10.8,"8:LBtimes"
532,11,739,1,0,8,10.8,"8:LBtimes"
439,9,539,1,1,8,10.8,"8:LBtimes"
557,7,818,0,0,8,16.7,"8:LBtimes"
558,9,533,1,1,8,10.8,"8:LBtimes"
583,21,609,0,1,8,16.7,"8:LBtimes"
559,5,522,0,1,8,10.8,"8:LBtimes"
545,21,736,0,1,8,16.7,"8:LBtimes"
584,17,550,1,1,8,13.2,"8:LBtimes"
570,7,1016,0,0,8,16.7,"8:LBtimes"
78,1,1023,1,1,8,16.7,"8:LBtimes"
569,21,468,0,1,8,16.7,"8:LBtimes"
562,15,676,0,0,8,10.8,"8:LBtimes"
576,1,480,1,1,8,16.7,"8:LBtimes"
308,9,683,1,1,8,10.8,"8:LBtimes"
555,13,606,0,1,8,13.2,"8:LBtimes"
565,11,654,1,0,8,10.8,"8:LBtimes"
548,15,600,0,0,8,10.8,"8:LBtimes"
542,1,677,1,1,8,16.7,"8:LBtimes"
574,13,543,0,1,8,13.2,"8:LBtimes"
121,17,527,1,1,8,13.2,"8:LBtimes"
552,11,686,1,0,8,10.8,"8:LBtimes"
98,3,434,1,0,8,13.2,"8:LBtimes"
226,15,732,0,0,8,10.8,"8:LBtimes"
544,1,598,1,1,8,16.7,"8:LBtimes"
541,15,527,0,0,8,10.8,"8:LBtimes"
582,15,602,0,0,8,10.8,"8:LBtimes"
543,21,663,0,1,8,16.7,"8:LBtimes"
513,23,947,0,0,8,13.2,"8:LBtimes"
547,7,446,0,0,8,16.7,"8:LBtimes"
530,17,1185,1,1,8,13.2,"8:LBtimes"
554,1,536,1,1,8,16.7,"8:LBtimes"
546,21,568,0,1,8,16.7,"8:LBtimes"
556,1,462,1,1,8,16.7,"8:LBtimes"
492,17,515,1,1,8,13.2,"8:LBtimes"
573,3,597,1,0,8,13.2,"8:LBtimes"
567,23,574,0,0,8,13.2,"8:LBtimes"
575,1,543,1,1,9,16.7,"8:LBtimes"
563,23,1007,0,0,9,13.2,"8:LBtimes"
535,3,528,1,0,9,13.2,"8:LBtimes"
537,5,781,0,1,9,10.8,"8:LBtimes"
578,23,845,0,0,9,13.2,"8:LBtimes"
558,15,641,0,0,9,10.8,"8:LBtimes"
583,19,456,1,0,9,16.7,"8:LBtimes"
318,13,414,0,1,9,13.2,"8:LBtimes"
545,19,437,1,0,9,16.7,"8:LBtimes"
549,7,504,0,0,9,16.7,"8:LBtimes"
584,1,721,1,1,9,16.7,"8:LBtimes"
570,13,686,0,1,9,13.2,"8:LBtimes"
78,9,624,1,1,9,10.8,"8:LBtimes"
562,23,597,0,0,9,13.2,"8:LBtimes"
540,17,556,1,1,9,13.2,"8:LBtimes"
560,3,392,1,0,9,13.2,"8:LBtimes"
588,15,457,0,0,9,10.8,"8:LBtimes"
576,13,457,0,1,9,13.2,"8:LBtimes"
555,7,668,0,0,9,16.7,"8:LBtimes"
551,5,607,0,1,9,10.8,"8:LBtimes"
564,1,581,1,1,9,16.7,"8:LBtimes"
313,23,607,0,0,9,13.2,"8:LBtimes"
542,15,430,0,0,9,10.8,"8:LBtimes"
585,1,580,1,1,9,16.7,"8:LBtimes"
121,23,642,0,0,9,13.2,"8:LBtimes"
586,23,754,0,0,9,13.2,"8:LBtimes"
553,23,526,0,0,9,13.2,"8:LBtimes"
587,21,1129,0,1,9,16.7,"8:LBtimes"
552,7,646,0,0,9,16.7,"8:LBtimes"
566,7,1394,0,0,9,16.7,"8:LBtimes"
536,17,742,1,1,9,13.2,"8:LBtimes"
98,9,456,1,1,9,10.8,"8:LBtimes"
544,17,445,1,1,9,13.2,"8:LBtimes"
533,19,415,1,0,9,16.7,"8:LBtimes"
582,5,553,0,1,9,10.8,"8:LBtimes"
543,7,775,0,0,9,16.7,"8:LBtimes"
513,15,490,0,0,9,10.8,"8:LBtimes"
547,21,505,0,1,9,16.7,"8:LBtimes"
530,7,1241,0,0,9,16.7,"8:LBtimes"
546,3,599,1,0,9,13.2,"8:LBtimes"
528,3,472,1,0,9,13.2,"8:LBtimes"
567,3,558,1,0,9,13.2,"8:LBtimes"
575,3,415,1,0,10,13.2,"8:LBtimes"
563,23,991,0,0,10,13.2,"8:LBtimes"
382,15,807,0,0,10,10.8,"8:LBtimes"
532,21,569,0,1,10,16.7,"8:LBtimes"
578,13,919,0,1,10,13.2,"8:LBtimes"
439,15,521,0,0,10,10.8,"8:LBtimes"
557,19,676,1,0,10,16.7,"8:LBtimes"
558,5,586,0,1,10,10.8,"8:LBtimes"
168,9,964,1,1,10,10.8,"8:LBtimes"
579,7,1345,0,0,10,16.7,"8:LBtimes"
559,23,433,0,0,10,13.2,"8:LBtimes"
529,7,421,0,0,10,16.7,"8:LBtimes"
406,13,529,0,1,10,13.2,"8:LBtimes"
569,13,423,0,1,10,13.2,"8:LBtimes"
540,19,770,1,0,10,16.7,"8:LBtimes"
576,21,760,0,1,10,16.7,"8:LBtimes"
308,5,507,0,1,10,10.8,"8:LBtimes"
555,23,560,0,0,10,13.2,"8:LBtimes"
564,3,452,1,0,10,13.2,"8:LBtimes"
580,21,1241,0,1,10,16.7,"8:LBtimes"
313,3,527,1,0,10,13.2,"8:LBtimes"
548,13,1004,0,1,10,13.2,"8:LBtimes"
501,13,621,0,1,10,13.2,"8:LBtimes"
574,13,630,0,1,10,13.2,"8:LBtimes"
585,11,480,1,0,10,10.8,"8:LBtimes"
121,1,630,1,1,10,16.7,"8:LBtimes"
586,15,575,0,0,10,10.8,"8:LBtimes"
531,9,578,1,1,10,10.8,"8:LBtimes"
536,1,766,1,1,10,16.7,"8:LBtimes"
572,17,444,1,1,10,13.2,"8:LBtimes"
226,13,710,0,1,10,13.2,"8:LBtimes"
582,3,415,1,0,10,13.2,"8:LBtimes"
530,5,871,0,1,10,10.8,"8:LBtimes"
554,3,1764,1,0,10,13.2,"8:LBtimes"
31,7,716,0,0,10,16.7,"8:LBtimes"
492,15,576,0,0,10,10.8,"8:LBtimes"
563,19,484,1,0,11,16.7,"8:LBtimes"
94,15,743,0,0,11,10.8,"8:LBtimes"
382,19,599,1,0,11,16.7,"8:LBtimes"
537,21,700,0,1,11,16.7,"8:LBtimes"
583,11,512,1,0,11,10.8,"8:LBtimes"
318,19,574,1,0,11,16.7,"8:LBtimes"
549,13,390,0,1,11,13.2,"8:LBtimes"
529,15,460,0,0,11,10.8,"8:LBtimes"
406,5,403,0,1,11,10.8,"8:LBtimes"
78,7,565,0,0,11,16.7,"8:LBtimes"
569,13,407,0,1,11,13.2,"8:LBtimes"
560,15,391,0,0,11,10.8,"8:LBtimes"
576,1,1214,1,1,11,16.7,"8:LBtimes"
308,15,659,0,0,11,10.8,"8:LBtimes"
551,19,390,1,0,11,16.7,"8:LBtimes"
565,17,588,1,1,11,13.2,"8:LBtimes"
564,13,489,0,1,11,13.2,"8:LBtimes"
580,15,509,0,0,11,10.8,"8:LBtimes"
313,15,752,0,0,11,10.8,"8:LBtimes"
548,3,599,1,0,11,13.2,"8:LBtimes"
542,7,571,0,0,11,16.7,"8:LBtimes"
585,21,560,0,1,11,16.7,"8:LBtimes"
121,9,483,1,1,11,10.8,"8:LBtimes"
586,5,647,0,1,11,10.8,"8:LBtimes"
553,3,630,1,0,11,13.2,"8:LBtimes"
552,5,567,0,1,11,10.8,"8:LBtimes"
572,1,515,1,1,11,16.7,"8:LBtimes"
544,5,677,0,1,11,10.8,"8:LBtimes"
541,17,692,1,1,11,13.2,"8:LBtimes"
533,7,389,0,0,11,16.7,"8:LBtimes"
582,19,912,1,0,11,16.7,"8:LBtimes"
530,19,665,1,0,11,16.7,"8:LBtimes"
546,9,621,1,1,11,10.8,"8:LBtimes"
573,5,528,0,1,11,10.8,"8:LBtimes"
561,9,539,1,1,11,10.8,"8:LBtimes"
567,13,639,0,1,11,13.2,"8:LBtimes"
575,3,479,1,0,12,13.2,"8:LBtimes"
537,3,518,1,0,12,13.2,"8:LBtimes"
578,1,868,1,1,12,16.7,"8:LBtimes"
583,7,505,0,0,12,16.7,"8:LBtimes"
168,21,789,0,1,12,16.7,"8:LBtimes"
579,15,1017,0,0,12,10.8,"8:LBtimes"
545,17,533,1,1,12,13.2,"8:LBtimes"
549,13,391,0,1,12,13.2,"8:LBtimes"
584,21,673,0,1,12,16.7,"8:LBtimes"
577,19,584,1,0,12,16.7,"8:LBtimes"
78,9,455,1,1,12,10.8,"8:LBtimes"
540,11,859,1,0,12,10.8,"8:LBtimes"
550,21,823,0,1,12,16.7,"8:LBtimes"
588,11,884,1,0,12,10.8,"8:LBtimes"
308,21,580,0,1,12,16.7,"8:LBtimes"
555,11,475,1,0,12,10.8,"8:LBtimes"
542,11,571,1,0,12,10.8,"8:LBtimes"
581,17,517,1,1,12,13.2,"8:LBtimes"
574,3,534,1,0,12,13.2,"8:LBtimes"
585,1,624,1,1,12,16.7,"8:LBtimes"
586,3,565,1,0,12,13.2,"8:LBtimes"
566,11,500,1,0,12,10.8,"8:LBtimes"
536,3,622,1,0,12,13.2,"8:LBtimes"
98,19,1506,1,0,12,16.7,"8:LBtimes"
226,19,1115,1,0,12,16.7,"8:LBtimes"
533,5,460,0,1,12,10.8,"8:LBtimes"
513,13,508,0,1,12,13.2,"8:LBtimes"
547,19,464,1,0,12,16.7,"8:LBtimes"
31,13,565,0,1,12,13.2,"8:LBtimes"
528,21,492,0,1,12,16.7,"8:LBtimes"
492,13,647,0,1,12,13.2,"8:LBtimes"
563,17,1013,1,1,13,13.2,"8:LBtimes"
217,1,441,1,1,13,16.7,"8:LBtimes"
532,9,587,1,1,13,10.8,"8:LBtimes"
537,13,532,0,1,13,13.2,"8:LBtimes"
578,21,891,0,1,13,16.7,"8:LBtimes"
439,17,475,1,1,13,13.2,"8:LBtimes"
545,1,1255,1,1,13,16.7,"8:LBtimes"
584,9,777,1,1,13,10.8,"8:LBtimes"
529,17,391,1,1,13,13.2,"8:LBtimes"
78,13,542,0,1,13,13.2,"8:LBtimes"
539,15,939,0,0,13,10.8,"8:LBtimes"
562,19,807,1,0,13,16.7,"8:LBtimes"
540,5,818,0,1,13,10.8,"8:LBtimes"
560,21,422,0,1,13,16.7,"8:LBtimes"
550,15,633,0,0,13,10.8,"8:LBtimes"
308,15,611,0,0,13,10.8,"8:LBtimes"
555,5,556,0,1,13,10.8,"8:LBtimes"
565,21,746,0,1,13,16.7,"8:LBtimes"
580,9,1357,1,1,13,10.8,"8:LBtimes"
548,5,599,0,1,13,10.8,"8:LBtimes"
542,9,474,1,1,13,10.8,"8:LBtimes"
581,9,436,1,1,13,10.8,"8:LBtimes"
501,7,443,0,0,13,16.7,"8:LBtimes"
121,11,566,1,0,13,10.8,"8:LBtimes"
553,15,483,0,0,13,10.8,"8:LBtimes"
587,19,1119,1,0,13,16.7,"8:LBtimes"
552,15,558,0,0,13,10.8,"8:LBtimes"
536,7,653,0,0,13,16.7,"8:LBtimes"
98,15,478,0,0,13,10.8,"8:LBtimes"
572,1,525,1,1,13,16.7,"8:LBtimes"
544,19,477,1,0,13,16.7,"8:LBtimes"
541,13,677,0,1,13,13.2,"8:LBtimes"
582,23,544,0,0,13,13.2,"8:LBtimes"
543,5,710,0,1,13,10.8,"8:LBtimes"
31,9,1439,1,1,13,10.8,"8:LBtimes"
556,23,506,0,0,13,13.2,"8:LBtimes"
528,19,549,1,0,13,16.7,"8:LBtimes"
492,9,602,1,1,13,10.8,"8:LBtimes"
573,5,1176,0,1,13,10.8,"8:LBtimes"
563,5,967,0,1,14,10.8,"8:LBtimes"
94,19,631,1,0,14,16.7,"8:LBtimes"
535,13,496,0,1,14,13.2,"8:LBtimes"
217,13,503,0,1,14,13.2,"8:LBtimes"
532,23,899,0,0,14,13.2,"8:LBtimes"
537,9,510,1,1,14,10.8,"8:LBtimes"
578,7,583,0,0,14,16.7,"8:LBtimes"
583,17,376,1,1,14,13.2,"8:LBtimes"
168,1,837,1,1,14,16.7,"8:LBtimes"
559,9,747,1,1,14,10.8,"8:LBtimes"
318,21,536,0,1,14,16.7,"8:LBtimes"
584,15,795,0,0,14,10.8,"8:LBtimes"
406,7,695,0,0,14,16.7,"8:LBtimes"
577,15,536,0,0,14,10.8,"8:LBtimes"
78,11,543,1,0,14,10.8,"8:LBtimes"
569,15,486,0,0,14,10.8,"8:LBtimes"
540,21,1246,0,1,14,16.7,"8:LBtimes"
588,19,503,1,0,14,16.7,"8:LBtimes"
576,15,694,0,0,14,10.8,"8:LBtimes"
308,21,507,0,1,14,16.7,"8:LBtimes"
555,17,438,1,1,14,13.2,"8:LBtimes"
551,23,538,0,0,14,13.2,"8:LBtimes"
565,7,514,0,0,14,16.7,"8:LBtimes"
564,17,642,1,1,14,13.2,"8:LBtimes"
580,7,692,0,0,14,16.7,"8:LBtimes"
313,5,734,0,1,14,10.8,"8:LBtimes"
548,17,599,1,1,14,13.2,"8:LBtimes"
542,17,482,1,1,14,13.2,"8:LBtimes"
574,21,717,0,1,14,16.7,"8:LBtimes"
585,5,436,0,1,14,10.8,"8:LBtimes"
121,3,673,1,0,14,13.2,"8:LBtimes"
586,11,796,1,0,14,10.8,"8:LBtimes"
553,21,491,0,1,14,16.7,"8:LBtimes"
531,3,453,1,0,14,13.2,"8:LBtimes"
98,23,491,0,0,14,13.2,"8:LBtimes"
226,3,721,1,0,14,13.2,"8:LBtimes"
538,9,865,1,1,14,10.8,"8:LBtimes"
544,5,492,0,1,14,10.8,"8:LBtimes"
541,3,628,1,0,14,13.2,"8:LBtimes"
533,21,311,0,1,14,16.7,"8:LBtimes"
582,3,531,1,0,14,13.2,"8:LBtimes"
543,1,486,1,1,14,16.7,"8:LBtimes"
513,17,936,1,1,14,13.2,"8:LBtimes"
571,3,540,1,0,14,13.2,"8:LBtimes"
554,5,629,0,1,14,10.8,"8:LBtimes"
31,19,842,1,0,14,16.7,"8:LBtimes"
556,21,2374,0,1,14,16.7,"8:LBtimes"
561,11,448,1,0,14,10.8,"8:LBtimes"
567,15,862,0,0,14,10.8,"8:LBtimes"
575,17,519,1,1,15,13.2,"8:LBtimes"
217,19,468,1,0,15,16.7,"8:LBtimes"
537,7,631,0,0,15,16.7,"8:LBtimes"
578,9,579,1,1,15,10.8,"8:LBtimes"
557,23,734,0,0,15,13.2,"8:LBtimes"
168,23,661,0,0,15,13.2,"8:LBtimes"
534,15,771,0,0,15,10.8,"8:LBtimes"
579,5,1610,0,1,15,10.8,"8:LBtimes"
318,13,377,0,1,15,13.2,"8:LBtimes"
549,5,694,0,1,15,10.8,"8:LBtimes"
529,3,385,1,0,15,13.2,"8:LBtimes"
406,11,509,1,0,15,10.8,"8:LBtimes"
577,19,535,1,0,15,16.7,"8:LBtimes"
78,13,1120,0,1,15,13.2,"8:LBtimes"
539,9,405,1,1,15,10.8,"8:LBtimes"
